20140323| Q 5 | obs 20 from 14.759--24.238 | MD 0.499 
20140324| Q 5 | obs 11 from 19.250--24.241 | MD 0.499 
20140325| Q 4 | obs 6 from 15.812--24.116 | MD 1.661 
20140326| Q 3 | obs 20 from 14.761--24.240 | MD 0.499 
20140327| Q 2 | obs 20 from 14.763--24.242 | MD 0.499 
20140328| Q 5 | obs 20 from 14.766--24.245 | MD 0.499 
20140329| Q 5 | obs 20 from 14.760--24.239 | MD 0.499 
20140330| Q 2 | obs 20 from 14.763--24.242 | MD 0.499 
20140331| Q 4 | obs 20 from 14.766--24.245 | MD 0.499 
20140401| Q 1 | obs 20 from 14.760--24.239 | MD 0.499 
20140402| Q 2 | obs 20 from 14.763--24.242 | MD 0.499 
20140403| Q 4 | obs 20 from 14.766--24.245 | MD 0.499 
20140404| Q 3 | obs 20 from 14.760--24.239 | MD 0.499 
20140405| Q 3 | obs 20 from 14.762--24.242 | MD 0.499 
20140406| Q 3 | obs 20 from 14.760--24.239 | MD 0.499 
20140407| Q 3 | obs 20 from 14.762--24.241 | MD 0.499 
20140408| Q 3 | obs 20 from 14.765--24.244 | MD 0.499 
20140409| Q 4 | obs 20 from 14.759--24.238 | MD 0.499 
20140410| Q 5 | obs 20 from 14.762--24.241 | MD 0.499 
20140411| Q 4 | obs 20 from 14.765--24.244 | MD 0.499 
20140412| Q 2 | obs 14 from 17.750--24.226 | MD 0.498 
20140413| Q 4 | obs 10 from 19.870--24.241 | MD 0.486 
20140414| Q 4 | obs 20 from 14.765--24.244 | MD 0.499 
20140415| Q 4 | obs 20 from 14.767--24.238 | MD 0.498 
20140416| Q 3 | obs 17 from 16.483--24.241 | MD 0.485 
20140417| Q 5 | obs 14 from 17.931--24.244 | MD 0.486 
20140418| Q 3 | obs 19 from 14.767--24.238 | MD 0.526 
20140419| Q 5 | obs 20 from 14.762--24.249 | MD 0.499 
20140420| Q 5 | obs 20 from 14.768--24.238 | MD 0.498 
20140421| Q 4 | obs 20 from 14.762--24.241 | MD 0.499 
20140422| Q 4 | obs 14 from 17.773--24.244 | MD 0.498 
20140423| Q 3 | obs 20 from 14.767--24.238 | MD 0.498 
20140424| Q 3 | obs 20 from 14.762--24.241 | MD 0.499 
20140425| Q 3 | obs 20 from 14.765--24.244 | MD 0.499 
20140426| Q 4 | obs 20 from 14.767--24.238 | MD 0.498 
20140427| Q 2 | obs 20 from 14.762--24.241 | MD 0.499 
20140428| Q 3 | obs 20 from 14.764--24.243 | MD 0.499 
20140429| Q 4 | obs 20 from 14.767--24.238 | MD 0.498 
20140430| Q 5 | obs 20 from 14.761--24.241 | MD 0.499 
20140501| Q 4 | obs 20 from 14.764--24.243 | MD 0.499 
20140502| Q 2 | obs 20 from 14.767--24.238 | MD 0.498 
20140503| Q 4 | obs 20 from 14.761--24.240 | MD 0.499 
20140504| Q 3 | obs 20 from 14.767--24.238 | MD 0.498 
20140505| Q 5 | obs 20 from 14.812--24.241 | MD 0.496 
20140506| Q 2 | obs 20 from 14.765--24.244 | MD 0.499 
20140507| Q 2 | obs 20 from 14.768--24.238 | MD 0.498 
20140508| Q 4 | obs 17 from 16.403--24.241 | MD 0.490 
20140509| Q 3 | obs 20 from 14.765--24.244 | MD 0.499 
20140510| Q 5 | obs 20 from 14.780--24.238 | MD 0.498 
20140511| Q 2 | obs 20 from 14.762--24.241 | MD 0.499 
20140512| Q 5 | obs 20 from 14.765--24.244 | MD 0.499 
20140513| Q 4 | obs 20 from 14.767--24.238 | MD 0.498 
20140514| Q 2 | obs 17 from 14.762--24.200 | MD 0.590 
20140515| Q 4 | obs 19 from 14.765--24.240 | MD 0.526 
20140516| Q 3 | obs 25 from 14.767--26.655 | MD 0.495 
20140517| Q 3 | obs 28 from 13.264--26.651 | MD 0.496 
20140518| Q 5 | obs 23 from 15.873--26.652 | MD 0.490 
20140519| Q 4 | obs 19 from 17.907--26.653 | MD 0.486 
20140520| Q 2 | obs 28 from 13.271--26.654 | MD 0.496 
20140521| Q 2 | obs 27 from 13.264--26.022 | MD 0.491 
20140522| Q 3 | obs 17 from 16.920--26.574 | MD 0.603 
20140523| Q 3 | obs 21 from 16.892--26.650 | MD 0.488 
20140524| Q 5 | obs 4 from 16.750--18.202 | MD 0.484 
20140525| Q 4 | obs 20 from 17.390--26.653 | MD 0.487 
20140526| Q 5 | obs 28 from 13.408--26.654 | MD 0.491 
20140827| Q 3 | obs 21 from 17.804--27.742 | MD 0.497 
20140828| Q 4 | obs 25 from 12.262--24.100 | MD 0.493 
20140902| Q 5 | obs 9 from 20.333--24.237 | MD 0.488 
20140903| Q 5 | obs 18 from 15.890--24.236 | MD 0.491 
20140904| Q 5 | obs 14 from 17.977--24.236 | MD 0.481 
20140905| Q 2 | obs 19 from 15.260--24.234 | MD 0.499 
20140906| Q 3 | obs 19 from 15.260--24.235 | MD 0.499 
20140907| Q 3 | obs 19 from 15.260--24.235 | MD 0.499 
20140908| Q 4 | obs 19 from 15.260--24.235 | MD 0.499 
20140909| Q 5 | obs 19 from 15.260--24.235 | MD 0.499 
20140910| Q 4 | obs 19 from 15.260--24.235 | MD 0.499 
20140911| Q 5 | obs 19 from 15.261--24.235 | MD 0.499 
20140912| Q 5 | obs 19 from 15.261--24.236 | MD 0.499 
20140913| Q 4 | obs 19 from 15.260--24.234 | MD 0.499 
20140914| Q 4 | obs 19 from 15.260--24.235 | MD 0.499 
20140915| Q 2 | obs 19 from 15.260--24.235 | MD 0.499 
20140916| Q 3 | obs 19 from 15.260--24.235 | MD 0.499 
20140917| Q 2 | obs 19 from 15.260--24.235 | MD 0.499 
20140918| Q 4 | obs 19 from 15.261--24.235 | MD 0.499 
20140919| Q 2 | obs 17 from 16.347--24.234 | MD 0.493 
20140920| Q 5 | obs 10 from 19.797--24.234 | MD 0.493 
20140921| Q 5 | obs 13 from 18.251--24.235 | MD 0.499 
20140922| Q 5 | obs 19 from 15.260--24.235 | MD 0.499 
20140923| Q 5 | obs 19 from 15.260--24.235 | MD 0.499 
20140924| Q 5 | obs 19 from 15.260--24.235 | MD 0.499 
20140925| Q 4 | obs 19 from 15.261--24.235 | MD 0.499 
20140926| Q 3 | obs 19 from 15.259--24.234 | MD 0.499 
20140927| Q 3 | obs 19 from 15.260--24.234 | MD 0.499 
20140928| Q 2 | obs 19 from 15.260--24.231 | MD 0.498 
20140929| Q 5 | obs 19 from 15.260--24.235 | MD 0.499 
20140930| Q 4 | obs 26 from 15.260--27.739 | MD 0.499 
20141001| Q 4 | obs 32 from 12.260--27.739 | MD 0.499 
20141002| Q 3 | obs 32 from 12.260--27.739 | MD 0.499 
20141003| Q 3 | obs 32 from 12.260--27.738 | MD 0.499 
20141004| Q 1 | obs 32 from 12.259--27.738 | MD 0.499 
20141005| Q 5 | obs 32 from 12.259--27.738 | MD 0.499 
20141006| Q 2 | obs 32 from 12.259--27.738 | MD 0.499 
20141007| Q 2 | obs 29 from 12.259--26.071 | MD 0.493 
20141008| Q 4 | obs 22 from 15.760--26.068 | MD 0.491 
20141009| Q 3 | obs 20 from 16.827--26.068 | MD 0.486 
20141010| Q 4 | obs 25 from 15.759--27.738 | MD 0.499 
20141011| Q 5 | obs 32 from 12.259--27.738 | MD 0.499 
20141012| Q 5 | obs 29 from 12.259--27.738 | MD 0.553 
20141013| Q 4 | obs 25 from 12.259--24.134 | MD 0.495 
20141021| Q 3 | obs 22 from 17.280--27.738 | MD 0.498 
20141022| Q 5 | obs 32 from 12.259--27.738 | MD 0.499 
20141023| Q 2 | obs 32 from 12.258--27.742 | MD 0.499 
20150108| Q 4 | obs 10 from 22.932--27.235 | MD 0.478 
20150109| Q 2 | obs 32 from 12.258--27.729 | MD 0.499 
20150110| Q 3 | obs 32 from 12.265--27.738 | MD 0.499 
20150111| Q 3 | obs 31 from 12.258--27.730 | MD 0.516 
20150112| Q 5 | obs 32 from 12.272--27.733 | MD 0.499 
20150113| Q 4 | obs 22 from 17.250--27.738 | MD 0.499 
20150114| Q 5 | obs 27 from 12.256--25.096 | MD 0.494 
20151007| Q 5 | obs 13 from 12.261--18.206 | MD 0.495 
20151008| Q 5 | obs 13 from 12.260--18.198 | MD 0.495 
20151009| Q 3 | obs 13 from 12.260--18.185 | MD 0.494 
20151010| Q 4 | obs 13 from 12.260--18.172 | MD 0.493 
20151011| Q 4 | obs 13 from 12.259--18.163 | MD 0.492 
20151012| Q 4 | obs 13 from 12.259--18.150 | MD 0.491 
20151013| Q 5 | obs 13 from 12.258--18.142 | MD 0.490 
20151014| Q 5 | obs 13 from 12.262--18.133 | MD 0.489 
20151015| Q 5 | obs 13 from 12.262--18.120 | MD 0.488 
20151017| Q 5 | obs 13 from 12.261--18.103 | MD 0.487 
20151018| Q 4 | obs 10 from 13.394--18.089 | MD 0.522 
20151020| Q 5 | obs 13 from 12.260--18.068 | MD 0.484 
20151021| Q 3 | obs 27 from 12.259--25.059 | MD 0.492 
20151022| Q 3 | obs 23 from 14.313--25.050 | MD 0.488 
20151023| Q 4 | obs 23 from 14.321--25.042 | MD 0.487 
20151024| Q 4 | obs 23 from 14.325--25.029 | MD 0.487 
20151025| Q 3 | obs 23 from 14.333--25.020 | MD 0.486 
20151026| Q 3 | obs 23 from 14.341--25.011 | MD 0.485 
20151027| Q 2 | obs 22 from 14.349--24.750 | MD 0.495 
20151028| Q 2 | obs 22 from 14.357--24.744 | MD 0.495 
20151029| Q 3 | obs 22 from 14.365--24.735 | MD 0.494 
20151030| Q 3 | obs 22 from 14.368--24.727 | MD 0.493 
20151031| Q 5 | obs 22 from 14.376--24.718 | MD 0.492 
20151101| Q 4 | obs 22 from 14.384--24.708 | MD 0.492 
20151102| Q 3 | obs 21 from 14.750--24.700 | MD 0.497 
20151103| Q 2 | obs 22 from 14.399--24.695 | MD 0.490 
20151104| Q 3 | obs 22 from 14.408--24.687 | MD 0.489 
20151105| Q 2 | obs 22 from 14.415--24.678 | MD 0.489 
20151106| Q 4 | obs 22 from 14.423--24.669 | MD 0.488 
20151107| Q 4 | obs 22 from 14.431--24.664 | MD 0.487 
20151108| Q 3 | obs 22 from 14.439--24.656 | MD 0.487 
20151109| Q 1 | obs 22 from 14.447--24.651 | MD 0.486 
20151110| Q 4 | obs 15 from 14.455--21.013 | MD 0.468 
20151112| Q 3 | obs 10 from 19.435--23.748 | MD 0.479 
20151113| Q 4 | obs 20 from 14.468--23.747 | MD 0.488 
20151114| Q 3 | obs 20 from 14.476--23.747 | MD 0.488 
20151115| Q 2 | obs 20 from 14.487--23.745 | MD 0.487 
20151116| Q 5 | obs 19 from 14.750--23.749 | MD 0.500 
20151117| Q 3 | obs 19 from 14.752--23.748 | MD 0.500 
20151118| Q 4 | obs 19 from 14.761--23.748 | MD 0.499 
20151119| Q 3 | obs 19 from 14.768--23.747 | MD 0.499 
20151120| Q 5 | obs 19 from 14.776--23.747 | MD 0.498 
20151121| Q 5 | obs 19 from 14.784--23.747 | MD 0.498 
20151122| Q 5 | obs 19 from 14.794--23.748 | MD 0.497 
20151123| Q 2 | obs 19 from 14.798--23.748 | MD 0.497 
20151124| Q 5 | obs 19 from 14.806--23.747 | MD 0.497 
20151125| Q 2 | obs 19 from 14.814--23.747 | MD 0.496 
20151126| Q 3 | obs 19 from 14.822--23.747 | MD 0.496 
20151127| Q 2 | obs 19 from 14.830--23.746 | MD 0.495 
20151128| Q 4 | obs 19 from 14.838--23.746 | MD 0.495 
20151129| Q 3 | obs 19 from 14.846--23.750 | MD 0.495 
20151130| Q 3 | obs 19 from 14.854--23.749 | MD 0.494 
20151201| Q 3 | obs 19 from 14.862--23.749 | MD 0.494 
20151202| Q 5 | obs 19 from 14.870--23.749 | MD 0.493 
20151203| Q 5 | obs 19 from 14.878--23.748 | MD 0.493 
20151204| Q 4 | obs 19 from 14.881--23.748 | MD 0.493 
20151205| Q 4 | obs 19 from 14.889--23.748 | MD 0.492 
20151206| Q 5 | obs 19 from 14.897--23.747 | MD 0.492 
20151207| Q 5 | obs 19 from 14.905--23.747 | MD 0.491 
20151208| Q 2 | obs 15 from 14.909--21.738 | MD 0.488 
20151220| Q 3 | obs 24 from 12.280--23.747 | MD 0.499 
20151221| Q 5 | obs 23 from 12.251--23.747 | MD 0.523 
20151222| Q 4 | obs 18 from 15.267--23.721 | MD 0.497 
20151223| Q 3 | obs 17 from 15.321--23.746 | MD 0.527 
20151224| Q 3 | obs 18 from 15.250--23.750 | MD 0.500 
20151225| Q 4 | obs 18 from 15.250--23.749 | MD 0.500 
20151226| Q 5 | obs 18 from 15.253--23.749 | MD 0.500 
20151227| Q 3 | obs 18 from 15.256--23.747 | MD 0.500 
20151228| Q 3 | obs 18 from 15.260--23.747 | MD 0.499 
20151229| Q 3 | obs 18 from 15.264--23.747 | MD 0.499 
20151230| Q 5 | obs 18 from 15.267--23.746 | MD 0.499 
20151231| Q 3 | obs 18 from 15.267--23.746 | MD 0.499 
20160101| Q 2 | obs 18 from 15.271--23.750 | MD 0.499 
20160102| Q 5 | obs 18 from 15.270--23.749 | MD 0.499 
20160103| Q 3 | obs 18 from 15.272--23.747 | MD 0.499 
20160104| Q 3 | obs 18 from 15.276--23.746 | MD 0.498 
20160105| Q 4 | obs 18 from 15.275--23.746 | MD 0.498 
20160106| Q 3 | obs 18 from 15.325--23.750 | MD 0.496 
20160107| Q 2 | obs 18 from 15.279--23.749 | MD 0.498 
20160108| Q 3 | obs 17 from 15.278--23.162 | MD 0.493 
20160219| Q 4 | obs 5 from 21.893--23.746 | MD 0.463 
20160220| Q 5 | obs 18 from 15.250--23.746 | MD 0.500 
20160221| Q 5 | obs 18 from 15.254--23.750 | MD 0.500 
20160222| Q 3 | obs 18 from 15.254--23.749 | MD 0.500 
20160223| Q 3 | obs 18 from 15.253--23.749 | MD 0.500 
20160224| Q 1 | obs 18 from 15.253--23.749 | MD 0.500 
20160225| Q 2 | obs 18 from 15.252--23.748 | MD 0.500 
20160226| Q 5 | obs 18 from 15.252--23.748 | MD 0.500 
20160227| Q 4 | obs 8 from 15.252--18.748 | MD 0.499 
20160303| Q 5 | obs 18 from 15.252--23.747 | MD 0.500 
20160304| Q 2 | obs 14 from 17.389--23.747 | MD 0.489 
20160305| Q 3 | obs 15 from 15.413--23.542 | MD 0.581 
20160306| Q 2 | obs 18 from 15.250--23.746 | MD 0.500 
20160307| Q 1 | obs 6 from 23.254--25.667 | MD 0.482 
20160308| Q 5 | obs 22 from 15.254--25.674 | MD 0.496 
20160309| Q 2 | obs 22 from 15.253--25.683 | MD 0.497 
20160310| Q 4 | obs 14 from 15.253--21.749 | MD 0.500 
20160316| Q 2 | obs 6 from 23.251--25.726 | MD 0.495 
20160317| Q 3 | obs 24 from 14.276--25.734 | MD 0.498 
20160318| Q 5 | obs 22 from 15.467--25.742 | MD 0.489 
20160319| Q 5 | obs 23 from 14.858--25.746 | MD 0.495 
20160321| Q 3 | obs 20 from 14.808--26.012 | MD 0.590 
20160322| Q 4 | obs 26 from 13.970--26.016 | MD 0.482 
20160325| Q 5 | obs 26 from 13.935--26.035 | MD 0.484 
20160326| Q 5 | obs 26 from 13.927--26.043 | MD 0.485 
20160327| Q 5 | obs 20 from 16.939--26.009 | MD 0.477 
20160328| Q 4 | obs 26 from 13.913--26.055 | MD 0.486 
20160329| Q 5 | obs 26 from 13.892--26.063 | MD 0.487 
20160330| Q 2 | obs 26 from 13.879--26.067 | MD 0.487 
20160331| Q 4 | obs 26 from 13.867--26.075 | MD 0.488 
20160401| Q 5 | obs 26 from 13.858--26.079 | MD 0.489 
20160402| Q 5 | obs 26 from 13.845--26.087 | MD 0.490 
20160404| Q 3 | obs 26 from 13.823--26.098 | MD 0.491 
20160405| Q 3 | obs 26 from 13.815--26.106 | MD 0.492 
20160406| Q 3 | obs 26 from 13.802--26.110 | MD 0.492 
20160407| Q 2 | obs 26 from 13.789--26.072 | MD 0.491 
20160408| Q 3 | obs 18 from 14.447--26.126 | MD 0.687 
20160410| Q 2 | obs 25 from 13.759--26.138 | MD 0.516 
20160411| Q 1 | obs 26 from 13.858--26.142 | MD 0.491 
20160412| Q 3 | obs 25 from 14.254--26.150 | MD 0.496 
20160413| Q 3 | obs 22 from 15.924--26.153 | MD 0.487 
20160414| Q 3 | obs 25 from 14.253--26.161 | MD 0.496 
20160415| Q 5 | obs 25 from 14.253--26.169 | MD 0.497 
20160416| Q 3 | obs 25 from 14.252--26.176 | MD 0.497 
20160417| Q 5 | obs 25 from 14.251--26.180 | MD 0.497 
20160418| Q 5 | obs 25 from 14.250--26.188 | MD 0.497 
20160419| Q 3 | obs 25 from 14.254--26.196 | MD 0.498 
20160420| Q 2 | obs 25 from 14.254--26.199 | MD 0.498 
20160421| Q 5 | obs 25 from 14.253--26.207 | MD 0.498 
20160422| Q 4 | obs 25 from 14.253--26.211 | MD 0.498 
20160423| Q 2 | obs 25 from 14.253--26.219 | MD 0.499 
20160424| Q 5 | obs 25 from 14.252--26.227 | MD 0.499 
20160425| Q 3 | obs 25 from 14.252--26.231 | MD 0.499 
20160426| Q 3 | obs 25 from 14.252--26.239 | MD 0.499 
20160427| Q 3 | obs 25 from 14.251--26.247 | MD 0.500 
20160428| Q 2 | obs 25 from 14.268--26.250 | MD 0.499 
20160429| Q 2 | obs 20 from 17.342--26.508 | MD 0.482 
20160430| Q 2 | obs 25 from 14.371--26.508 | MD 0.506 
20160501| Q 5 | obs 26 from 14.253--26.515 | MD 0.490 
20160502| Q 5 | obs 26 from 14.253--26.519 | MD 0.491 
20160503| Q 3 | obs 26 from 14.252--26.527 | MD 0.491 
20160504| Q 4 | obs 18 from 18.250--26.535 | MD 0.487 
20160505| Q 2 | obs 21 from 14.252--24.698 | MD 0.522 
20160506| Q 3 | obs 26 from 14.251--26.547 | MD 0.492 
20160507| Q 2 | obs 26 from 14.251--26.553 | MD 0.492 
20160508| Q 2 | obs 22 from 14.252--26.544 | MD 0.585 
20160509| Q 2 | obs 16 from 14.252--26.564 | MD 0.821 
20160510| Q 5 | obs 19 from 17.750--26.572 | MD 0.490 
20160511| Q 5 | obs 19 from 17.872--26.580 | MD 0.484 
20160512| Q 5 | obs 25 from 14.251--26.584 | MD 0.514 
20160513| Q 3 | obs 26 from 14.251--26.592 | MD 0.494 
20160514| Q 5 | obs 16 from 18.250--26.212 | MD 0.531 
20160515| Q 2 | obs 18 from 16.783--26.125 | MD 0.550 
20160516| Q 2 | obs 7 from 14.254--22.104 | MD 1.308 
20160517| Q 5 | obs 16 from 19.478--26.616 | MD 0.476 
20160518| Q 5 | obs 20 from 17.395--26.624 | MD 0.486 
20160519| Q 5 | obs 14 from 19.378--25.669 | MD 0.484 
20160520| Q 1 | obs 26 from 14.252--26.606 | MD 0.494 
20160521| Q 2 | obs 26 from 14.344--26.638 | MD 0.492 
20160522| Q 2 | obs 26 from 14.251--26.646 | MD 0.496 
20160523| Q 2 | obs 26 from 14.250--26.650 | MD 0.496 
20160524| Q 2 | obs 26 from 14.250--26.658 | MD 0.496 
20160525| Q 3 | obs 26 from 14.254--26.662 | MD 0.496 
20160526| Q 4 | obs 26 from 14.253--26.670 | MD 0.497 
20160527| Q 4 | obs 24 from 14.866--26.674 | MD 0.513 
20160528| Q 5 | obs 18 from 18.411--26.663 | MD 0.485 
20160529| Q 2 | obs 21 from 14.250--26.683 | MD 0.622 
20160530| Q 4 | obs 18 from 18.450--26.691 | MD 0.485 
20160531| Q 5 | obs 18 from 18.250--26.695 | MD 0.497 
20160601| Q 5 | obs 19 from 17.761--26.699 | MD 0.497 
20160602| Q 4 | obs 26 from 14.253--26.707 | MD 0.498 
20160603| Q 5 | obs 26 from 14.252--26.710 | MD 0.498 
20160604| Q 4 | obs 26 from 14.252--26.714 | MD 0.498 
20160605| Q 4 | obs 24 from 15.368--26.718 | MD 0.493 
20160606| Q 3 | obs 20 from 17.435--26.722 | MD 0.489 
20160607| Q 5 | obs 19 from 17.817--26.730 | MD 0.495 
20160608| Q 5 | obs 25 from 14.930--26.730 | MD 0.492 
20160609| Q 5 | obs 21 from 16.854--26.738 | MD 0.494 
20160610| Q 3 | obs 22 from 15.750--26.741 | MD 0.523 
20160611| Q 3 | obs 19 from 17.808--26.744 | MD 0.496 
20160612| Q 4 | obs 23 from 14.352--26.748 | MD 0.563 
20160614| Q 3 | obs 18 from 18.872--27.006 | MD 0.478 
20160615| Q 3 | obs 26 from 14.356--27.005 | MD 0.506 
20160616| Q 3 | obs 27 from 14.251--27.009 | MD 0.491 
20160617| Q 2 | obs 27 from 14.251--27.013 | MD 0.491 
20160618| Q 3 | obs 27 from 14.250--27.013 | MD 0.491 
20160619| Q 2 | obs 27 from 14.254--27.016 | MD 0.491 
20160620| Q 4 | obs 22 from 13.254--23.691 | MD 0.497 
20160726| Q 3 | obs 26 from 14.252--26.698 | MD 0.498 
20160727| Q 2 | obs 26 from 14.253--26.693 | MD 0.498 
20160728| Q 2 | obs 28 from 13.289--26.689 | MD 0.496 
20160729| Q 1 | obs 28 from 13.293--26.682 | MD 0.496 
20160730| Q 5 | obs 28 from 13.300--26.673 | MD 0.495 
20160731| Q 3 | obs 28 from 13.303--26.670 | MD 0.495 
20160801| Q 3 | obs 28 from 13.310--26.661 | MD 0.494 
20160802| Q 5 | obs 24 from 13.319--26.654 | MD 0.580 
20160803| Q 5 | obs 27 from 13.750--26.645 | MD 0.496 
20160804| Q 4 | obs 26 from 14.343--26.638 | MD 0.492 
20160805| Q 5 | obs 23 from 15.960--26.630 | MD 0.485 
